"","id","taxon","l","t","k","f","r","n"
"934","3957.","Epilobium collinum","8","4","5","5","2","2"
"935","3958.","Epilobium dodonaei","9","x","5","4","9","2"
"936","3959.","Epilobium fleischeri","9","4","5","4","x","2"
"937","3960.","Epilobium hirsutum","7","5","5","8","8","8"
"938","3961.","Epilobium lanceolatum","8","7","3","4","3","3"
"939","3962.","Epilobium montanum","4","x","3","5","6","6"
"940","3963.","Epilobium nutans","9","3","4","9","3","3"
"941","3964.","Epilobium obscurum","7","5","2","8","4","4"
"942","3965.","Epilobium palustre","7","5","x","9","3","2"
"943","3966.","Epilobium parviflorum","7","5","3","9","8","6"
"944","3967.","Epilobium roseum","7","6","4","9","8","8"
"945","3970.","Epilobium tetragonum","7","6","4","8","6","5"
"946","3969.","Epilobium lamyi","7","6","2","5","7","6"
"947","3976.","Epipactis atrorubens","6","x","3","3","8","2"
"948","3977.","Epipactis helleborine","3","5","3","5","7","5"
"949","3979.","Epipactis leptochila","3","6","3","4","9","4"
"950","3981.","Epipactis microphylla","2","6","4","5","8","4"
"951","3982.","Epipactis muelleri","7","7","2","3","8","3"
"952","3984.","Epipactis palustris","8","5","3","9","8","2"
"953","3986.","Epipactis purpurata","2","6","4","6","8","6"
"954","3989.","Epipogium aphyllum","2","4","6","5","7","4"
"955","3993.","Equisetum arvense","6","x","x","x","x","3"
"956","3994.","Equisetum fluviatile","8","4","x","10","x","5"
"957","3995.","Equisetum hyemale","5","5","5","7","7","6"
"958","4003.","Equisetum x moorei","7","7","6","7","7","4"
"959","3996.","Equisetum palustre","7","x","5","8","x","3"
"960","3997.","Equisetum pratense","5","4","7","6","7","2"
"961","3998.","Equisetum ramosissimum","8","7","7","4","8","1"
"962","3999.","Equisetum sylvaticum","3","4","x","7","5","4"
"963","4000.","Equisetum telmateia","5","6","2","8","8","5"
"964","4004.","Equisetum x trachyodon","8","7","4","7","8","1"
"965","4001.","Equisetum variegatum","8","3","7","9","8","2"
"966","4006.","Eragrostis  cilianensis","7","7","x","3","8","3"
"967","4008.","Eragrostis minor","8","7","5","3","x","4"
"968","4010.","Eragrostis pilosa","8","7","3","3","x","?"
"969","0","Erica cinerea","7","6","1","5","2","1"
"970","4020.","Erica carnea","7","x","3","3","x","2"
"971","4021.","Erica tetralix","8","5","1","8","1","2"
"972","4023.","Erigeron acris","9","5","7","4","8","2"
"973","4025.","Erigeron acris ssp. angulosus","9","4","?","4","9","?"
"974","4028.","Erigeron alpinus","8","1","5","5","x","3"
"975","4030.","Erigeron annuus","7","6","x","6","x","8"
"976","4034.","Erigeron atticus","9","2","4","5","6","4"
"977","4036.","Erigeron gaudinii (glandulosus)","7","2","4","4","4","?"
"978","4038.","Erigeron neglectus","9","2","4","5","9","?"
"979","0","Erigeron polymorphus (glabratus)","9","2","4","5","9","3"
"980","4041.","Erigeron uniflorus","9","1","6","5","5","2"
"981","4047.","Eriophorum angustifolium","8","x","x","9","4","2"
"982","4048.","Eriophorum gracile","8","4","5","9","4","2"
"983","4049.","Eriophorum latifolium","8","x","3","9","8","2"
"984","4050.","Eriophorum scheuchzeri","9","2","x","9","4","2"
"985","4051.","Eriophorum vaginatum","7","x","x","9","2","1"
"986","4053.","Eritrichum nanum","8","2","7","4","2","2"
"987","4055.","Erodium ciconium","8","8","?","3","8","5"
"988","0","Erodium cicutarium agg.","","","","","",""
"989","0","Erodium cicutarium ballii","8","6","4","4","5","4"
"990","4056.","Erodium cicutarium cicutarium","8","6","5","4","x","x"
"991","0","Erodium cicutarium lebelii (glutinosum)","8","6","?","4","7","2"
"992","4059.","Erodium moschatum","8","7","?","4","7","4"
"993","4062.","Erophila praecox","8","6","7","2","8","1"
"994","4063.","Erophila spathulata","8","6","8","3","9","2"
"995","4064.","Erophila verna","8","6","3","x","x","2"
"996","4067.","Eruca sativa","8","6","3","4","7","6"
"997","4069.","Erucastrum gallicum","8","6","4","4","8","4"
"998","4070.","Erucastrum nasturtiifolium","8","6","2","6","8","3"
"999","4073.","Eryngium campestre","9","7","5","3","8","3"
"1000","4076.","Eryngium maritimum","9","6","3","4","7","4"
"1001","4082.","Erysimum cheiranthoides","7","5","x","5","7","7"
"1002","4083.","Erysimum cheiri","8","8","4","5","9","6"
"1003","4084.","Erysimum crepidifolium","9","7","5","2","7","1"
"1004","4092.","Erysimum hieracifolium","6","6","7","5","9","8"
"1005","4088.","Erysimum durum","9","6","7","4","7","5"
"1006","4089.","Erysimum odoratum","9","7","5","2","8","2"
"1007","4090.","Erysimum repandum","7","7","6","4","8","5"
"1008","4091.","Erysimum rhaeticum (helveticum)","9","4","5","4","4","2"
"1009","4109.","Euonymus europaea","6","5","3","5","8","5"
"1010","4110.","Euonymus latifolia","4","6","4","5","8","5"
"1011","4111.","Euonymus verrucosa","5","6","8","4","7","3"
"1012","4115.","Eupatorium cannabinum","7","5","3","7","7","8"
"1013","4118.","Euphorbia amygdaloides","4","5","3","5","8","5"
"1014","2657.","Euphorbia chamaesyce","8","8","3","3","8","4"
"1015","4122.","Euphorbia cyparissias","8","x","4","3","x","3"
"1016","4123.","Euphorbia dulcis","4","5","2","5","8","5"
"1017","4127.","Euphorbia esula","8","6","5","4","8","x"
"1018","4128.","Euphorbia exigua","6","6","4","4","8","4"
"1019","4130.","Euphorbia falcata","7","7","3","4","8","5"
"1020","4132.","Euphorbia helioscopia","6","x","3","5","7","7"
"1021","2659.","Euphorbia humifusa","9","7","5","4","7","5"
"1022","4134.","Euphorbia lucida","7","6","6","7","7","5"
"1023","2660.","Euphorbia maculata","9","8","?","4","7","5"
"1024","4137.","Euphorbia palustris","8","6","6","8","8","x"
"1025","4138.","Euphorbia peplus","6","6","3","4","x","7"
"1026","4141.","Euphorbia platyphyllos","6","7","4","5","7","5"
"1027","4142.","Euphorbia epithymoides","6","7","5","3","8","2"
"1028","4143.","Euphorbia salicifolia","7","7","6","4","8","3"
"1029","4145.","Euphorbia seguieriana","9","7","6","2","8","1"
"1030","4146.","Euphorbia stricta","5","6","4","6","8","7"
"1031","4148.","Euphorbia verrucosa (brittingeri)","8","6","2","3","9","3"
"1032","4150.","Euphorbia villosa","8","7","?","7","?","3"
"1033","4151.","Euphorbia waldsteinii","9","6","6","4","8","4"
"1034","4155.","Euphrasia cuspidata","8","2","3","5","9","?"
"1035","0","Euphrasia drosocalix","8","3","3","5","2","2"
"1036","4156.","Euphrasia frigida","7","3","3","5","3","2"
"1037","4157.","Euphrasia hirtella","8","3","3","5","4","2"
"1038","4159.","Euphrasia kerneri","7","5","3","8","8","2"
"1039","4160.","Euphrasia micrantha","7","5","2","5","2","1"
"1040","4162.","Euphrasia minima","7","2","x","5","2","3"
"1041","4163.","Euphrasia nemorosa","8","5","3","5","4","1"
"1042","4169.","Euphrasia picta","6","2","3","6","6","4"
"1043","4167.","Euphrasia rostkoviana","6","x","3","x","x","4"
"1044","4170.","Euphrasia salisburgensis","7","3","2","5","8","4"
"1045","4146.","Euphrasia stricta","8","x","4","4","x","2"
"1046","4220.","Fagus sylvatica","3","5","2","5","x","x"
"1047","4223.","Falcaria vulgaris","7","7","6","3","9","x"
"1048","4227.","Fallopia convolvulus","7","6","x","5","x","6"
"1049","4228.","Fallopia dumetorum","6","6","4","5","x","7"
"1050","4252.","Festuca alpina","8","1","2","3","9","1"
"1051","4253.","Festuca altissima","3","5","3","5","4","6"
"1052","4254.","Festuca amethystina","6","5","4","3","8","2"
"1053","4259.","Festuca arundinacea ssp. arundinacea","8","5","x","7","7","5"
"1054","4271.","Festuca gigantea","4","5","3","7","6","6"
"1055","4273.","Festuca halleri","9","1","7","4","1","1"
"1056","0","Festuca halleri ssp. stenantha","8","4","7","3","9","1"
"1057","4275.","Festuca heterophylla","5","6","4","4","5","5"
"1058","0","Festuca nigricans (puccinellii)","8","2","4","5","7","6"
"1059","4282.","Festuca norica","8","2","4","5","9","3"
"1060","0","Festuca cinerea","9","7","4","2","x","1"
"1061","0","Festuca duvalii","9","8","7","1","8","1"
"1062","0","Festuca hervieri","9","7","2","3","7","2"
"1063","0","Festuca heteropachys","9","8","4","2","6","1"
"1064","0","Festuca lemanii","8","5","4","4","7","x"
"1065","4283.","Festuca ovina","7","x","3","x","3","1"
"1066","4289.","Festuca pallens","9","7","4","2","8","1"
"1067","0","Festuca polesica","9","7","6","3","7","2"
"1068","4299.","Festuca pseudovina","8","8","6","3","8","3"
"1069","4310.","Festuca rupicola","9","7","7","3","8","2"
"1070","4313.","Festuca supina","8","2","2","5","2","1"
"1071","4269.","Festuca filiformis","7","6","2","4","3","2"
"1072","4261.","Festuca brevipila","8","6","6","3","x","2"
"1073","4317.","Festuca valesiaca","8","7","7","2","7","2"
"1074","4294.","Festuca pratensis","8","x","3","6","x","6"
"1075","0","Festuca pratensis ssp. apennina","8","3","3","6","7","7"
"1076","4301.","Festuca pulchella","8","2","4","5","7","4"
"1077","0","Festuca pumila (quadriflora)","8","2","3","5","6","4"
"1078","0","Festuca rubra ssp. arenaria","8","6","5","4","5","3"
"1079","0","Festuca rubra ssp. litoralis","8","6","4","6","7","5"
"1080","4308.","Festuca rubra ssp. rubra","x","x","5","6","6","x"
"1081","4280.","Festuca nigrescens","7","x","4","x","3","2"
"1082","4315.","Festuca trichophylla","8","7","?","7","7","2"
"1083","4309.","Festuca rupicaprina","8","1","4","5","8","2"
"1084","4319.","Festuca varia","9","3","5","3","3","2"
"1085","4334.","Filago arvensis","8","7","5","3","4","2"
"1086","4335.","Filago gallica","9","8","2","2","6","1"
"1087","4337.","Filago minima","9","6","3","2","4","1"
"1088","0","Filago neglecta","7","8","3","6","4","4"
"1089","4336.","Filago lutescens","9","7","2","3","4","2"
"1090","0","Filago pyramidata (spathulata)","9","8","5","2","4","1"
"1091","4339.","Filago vulgaris","8","7","3","3","x","2"
"1092","4341.","Filipendula ulmaria","7","5","x","8","x","5"
"1093","4345.","Filipendula vulgaris","7","6","5","3","8","2"
"1094","4419.","Fragaria moschata","6","6","4","5","6","6"
"1095","4420.","Fragaria vesca","7","x","5","5","x","6"
"1096","4421.","Fragaria viridis","7","5","5","3","8","3"
"1097","4426.","Frangula alnus","6","6","5","8","4","x"
"1098","4430.","Fraxinus excelsior","4","5","3","x","7","7"
"1099","4431.","Fraxinus ornus","5","8","4","3","8","3"
"1100","4435.","Fritillaria meleagris","8","7","4","8","7","5"
"1101","4472.","Fumana procumbens","9","7","3","2","9","1"
"1102","4474.","Fumaria capreolata","6","6","2","5","4","7"
"1103","0","Fumaria muralis","7","7","1","5","4","6"
"1104","4475.","Fumaria officinalis","6","6","3","5","6","7"
"1105","4478.","Fumaria parviflora agg.","6","6","5","4","8","5"
"1106","4481.","Fumaria schleicheri","7","7","6","4","8","7"
"1107","4507.","Gagea bohemica","9","8","5","2","5","2"
"1108","4508.","Gagea fistulosa","7","3","4","5","6","7"
"1109","4509.","Gagea lutea","4","5","4","6","7","7"
"1110","4510.","Gagea minima","7","6","5","5","7","7"
"1111","4513.","Gagea pratensis agg.","7","6","5","4","8","6"
"1112","4515.","Gagea spathacea","2","6","4","6","7","7"
"1113","4516.","Gagea villosa","6","7","5","4","6","5"
"1114","4523.","Galanthus nivalis","5","6","4","6","7","7"
"1115","4525.","Galega officinalis","7","6","6","6","7","8"
"1116","4534.","Galeopsis angustifolia","8","7","4","2","8","4"
"1117","4535.","Galeopsis bifida","7","5","5","5","6","6"
"1118","4537.","Galeopsis ladanum","8","5","5","4","8","3"
"1119","4538.","Galeopsis pubescens","7","5","4","5","x","6"
"1120","4539.","Galeopsis segetum","7","6","2","4","3","3"
"1121","4540.","Galeopsis speciosa","7","x","6","5","x","8"
"1122","4542.","Galeopsis tetrahit","7","x","3","5","x","6"
"1123","4546.","Galinsoga quadriradiata","7","6","4","4","6","7"
"1124","4545.","Galinsoga parviflora","7","6","3","5","5","8"
"1125","4552.","Galium aparine","7","6","3","x","6","8"
"1126","4581.","Galium spurium","7","x","5","5","8","5"
"1127","4556.","Galium boreale","6","6","7","6","8","2"
"1128","4560.","Galium glaucum","8","7","6","2","9","2"
"1129","4579.","Galium saxatile","7","5","2","5","2","3"
"1130","0","Galium megalospermum (rupicola)","8","2","4","5","9","3"
"1131","4549.","Galium album ssp. album","7","x","3","5","7","5"
"1132","4562.","Galium lucidum","7","6","4","3","8","2"
"1133","4566.","Galium mollugo (elatum)","7","6","3","4","7","?"
"1134","0","Galium mollugo truniacum","8","2","4","5","9","?"
"1135","4567.","Galium noricum (baldense agg.)","8","2","4","6","7","3"
"1136","4568.","Galium odoratum","2","5","2","5","6","5"
"1137","4558.","Galium elongatum","6","5","3","9","5","6"
"1138","4570.","Galium palustre","6","5","3","9","x","4"
"1139","4572.","Galium parisiense","8","7","3","3","5","2"
"1140","4550.","Galium anisophyllum","9","2","4","5","8","3"
"1141","4573.","Galium pumilum","7","5","2","4","4","2"
"1142","0","Galium sterneri","9","5","2","4","5","1"
"1143","4582.","Galium sudeticum","7","5","4","4","4","?"
"1144","4589.","Galium valdepilosum","8","6","?","4","6","3"
"1145","4577.","Galium rotundifolium","2","5","2","5","5","4"
"1146","4553.","Galium aristatum","5","x","4","5","6","4"
"1147","4580.","Galium schultesii","5","5","5","4","7","4"
"1148","4584.","Galium sylvaticum","5","5","4","5","6","5"
"1149","4585.","Galium tricornutum","7","7","3","3","8","3"
"1150","4588.","Galium uliginosum","6","5","?","8","x","2"
"1151","3230.","Galium verum","7","6","x","4","7","3"
"1152","4602.","Gaudinia fragilis","8","6","3","5","x","7"
"1153","0","Genista anglica","8","5","1","5","2","2"
"1154","4610.","Genista germanica","7","5","4","4","2","2"
"1155","4611.","Genista pilosa","7","5","4","x","2","1"
"1156","4614.","Genista tinctoria","8","6","3","6","6","1"
"1157","4617.","Gentiana acaulis (kochiana)","8","2","4","5","2","2"
"1158","4618.","Gentiana asclepiadea","7","x","4","6","7","2"
"1159","4619.","Gentiana bavarica","8","2","4","6","8","2"
"1160","4621.","Gentiana clusii","9","3","4","5","9","3"
"1161","4622.","Gentiana cruciata","7","6","4","3","8","3"
"1162","4625.","Gentiana lutea","7","3","4","5","x","2"
"1163","4628.","Gentiana nivalis","9","1","2","5","7","3"
"1164","0","Gentiana orbicularis (favrati)","8","1","4","5","8","3"
"1165","4630.","Gentiana pannonica","7","3","4","5","1","2"
"1166","4631.","Gentiana pneumonanthe","8","5","3","7","x","1"
"1167","4634.","Gentiana punctata","8","2","4","5","2","2"
"1168","4635.","Gentiana purpurea","7","3","4","5","3","2"
"1169","4637.","Gentiana utriculosa","8","x","4","9","9","2"
"1170","4638.","Gentiana verna","8","x","4","4","7","2"
"1171","4643.","Gentianella aspera","8","3","4","4","9","2"
"1172","4645.","Gentianella baltica","8","6","4","6","7","?"
"1173","4652.","Gentianella bohemica","8","4","4","4","5","2"
"1174","4646.","Gentianella campestris","8","x","2","5","4","2"
"1175","4656.","Gentianopsis ciliata","7","x","4","3","8","2"
"1176","4648.","Gentianella germanica","7","5","4","4","8","3"
"1177","0","Gentianella tenella","9","1","7","5","7","2"
"1178","4653.","Gentianella uliginosa","8","6","2","6","7","2"
"1179","4661.","Geranium columbinum","7","6","4","4","7","7"
"1180","4662.","Geranium dissectum","6","6","3","5","8","5"
"1181","4664.","Geranium lucidum","5","7","2","5","7","8"
"1182","4666.","Geranium molle","7","6","3","4","5","4"
"1183","4667.","Geranium palustre","8","5","4","7","8","7"
"1184","4668.","Geranium phaeum","6","x","4","5","6","5"
"1185","4672.","Geranium pratense","8","6","5","5","8","7"
"1186","4674.","Geranium pusillum","7","6","5","4","x","7"
"1187","4675.","Geranium pyrenaicum","8","6","4","5","7","8"
"1188","4677.","Geranium robertianum","5","x","3","x","x","7"
"1189","4678.","Geranium rotundifolium","7","8","5","4","7","6"
"1190","4679.","Geranium sanguineum","7","6","4","3","8","3"
"1191","4681.","Geranium sylvaticum","6","4","4","6","6","7"
"1192","4685.","Geum montanum","7","2","2","5","2","2"
"1193","4686.","Geum reptans","9","1","4","5","2","2"
"1194","4687.","Geum rivale","6","x","5","8","x","4"
"1195","4688.","Geum urbanum","4","5","5","5","x","7"
"1196","4701.","Gladiolus palustris","8","6","4","6","8","2"
"1197","4703.","Glaucium corniculatum","7","7","6","4","9","4"
"1198","4704.","Glaucium flavum","9","6","6","6","8","7"
"1199","4706.","Glaux maritima","6","6","x","7","7","5"
"1200","4709.","Glechoma hederacea","6","6","3","6","x","7"
"1201","4714.","Globularia cordifolia","9","3","4","4","9","2"
"1202","4715.","Globularia nudicaulis","7","2","2","4","8","3"
"1203","4716.","Globularia bisnagarica","8","6","5","2","9","2"
"1204","4718.","Glyceria declinata","5","6","2","8","6","5"
"1205","4719.","Glyceria fluitans","7","x","3","9","x","7"
"1206","4721.","Glyceria maxima","9","5","x","10","8","9"
"1207","4722.","Glyceria nemoralis","7","6","6","9","8","7"
"1208","4723.","Glyceria notata","8","5","3","10","8","8"
"1209","4724.","Glyceria striata","7","6","?","7","7","6"
"1210","4736.","Gnaphalium hoppeanum","8","2","4","7","8","4"
"1211","0","Gnaphalium luteo-album","7","6","5","7","5","3"
"1212","4737.","Gnaphalium norvegicum","7","3","3","5","4","4"
"1213","4738.","Gnaphalium supinum","7","2","3","7","3","4"
"1214","4739.","Gnaphalium sylvaticum","8","x","3","5","4","6"
"1215","4740.","Gnaphalium uliginosum","7","6","4","7","4","4"
"1216","4755.","Goodyera repens","5","x","7","4","x","2"
"1217","4762.","Gratiola officinalis","7","7","5","8","7","4"
"1218","4797.","Groenlandia densa","8","6","2","12","8","5"
"1219","4838.","Gymnadenia conopsea","7","x","2","7","8","3"
"1220","4839.","Gymnadenia odoratissima","6","x","4","4","9","2"
"1221","4844.","Gymnocarpium dryopteris","3","4","5","6","4","5"
"1222","4845.","Gymnocarpium robertianum","7","4","5","5","8","3"
"1223","4868.","Gypsophila fastigiata","8","8","5","2","6","1"
"1224","4869.","Gypsophila muralis","8","6","5","8","3","3"
"1225","4871.","Gypsophila repens","9","x","4","5","9","2"
"1226","0","Halimione pedunculata","9","6","x","8","7","8"
"1227","0","Halimione portulacoides","9","6","x","7","x","7"
"1228","4901.","Hammarbya paludosa","9","5","3","9","2","2"
"1229","4922.","Hedera helix","4","5","2","5","x","x"
"1230","4928.","Hedysarum hedysaroides","8","2","7","5","8","2"
"1231","4935.","Helianthemum alpestre agg.","9","2","4","4","9","2"
"1232","0","Helianthemum apenninum","8","7","2","2","8","1"
"1233","4936.","Helianthemum canum","8","7","4","2","9","1"
"1234","4939.","Helianthemum grandiflorum ssp. grandiflo","7","3","4","4","8","3"
"1235","4937.","Helianthemum nummularium ssp. glabrum","8","2","4","4","9","3"
"1236","4940.","Helianthemum nummularium","7","6","4","3","7","2"
"1237","4942.","Helianthemum grandiflorum ssp. obscurum","8","5","4","3","9","2"
"1238","4950.","Helianthus tuberosus","8","7","?","6","7","8"
"1239","4954.","Helichrysum arenarium","8","6","7","2","5","1"
"1240","4963.","Helictotrichon parlatorei","9","2","4","5","9","3"
"1241","4968.","Heliotropium europaeum","7","8","5","4","8","6"
"1242","4973.","Helleborus foetidus","5","7","2","4","8","3"
"1243","4974.","Helleborus niger","3","5","4","5","8","4"
"1244","4975.","Helleborus viridis","3","6","2","5","8","6"
"1245","4991.","Hepatica nobilis","4","6","4","4","7","5"
"1246","4995.","Heracleum austriacum","9","3","4","6","8","4"
"1247","4998.","Heracleum mantegazzianum","9","6","x","6","x","8"
"1248","5000.","Heracleum sphondylium","7","5","2","5","x","8"
"1249","5002.","Heracleum sphondylium ssp. elegans","7","3","3","6","x","8"
"1250","5016.","Herminium monorchis","7","5","7","5","8","2"
"1251","5019.","Herniaria glabra","8","6","5","3","4","2"
"1252","5022.","Herniaria hirsuta","9","7","7","3","4","1"
"1253","5034.","Hesperis matronalis","6","5","6","7","7","7"
"1254","5057.","Hieracium alpinum","8","2","3","5","1","1"
"1255","5058.","Hieracium ambiguum (glomeratum)","7","4","5","3","4","?"
"1256","5059.","Hieracium amplexicaule","8","4","2","3","6","?"
"1257","5062.","Hieracium arvicola","8","6","?","5","8","2"
"1258","5065.","Hieracium aurantiacum","8","3","5","5","4","2"
"1259","5066.","Hieracium auriculoides","8","7","4","3","7","1"
"1260","5069.","Hieracium bauhini","9","7","4","3","7","1"
"1261","5071.","Hieracium bifidum","8","x","3","4","8","3"
"1262","5072.","Hieracium bifurcum","9","8","4","2","7","?"
"1263","5077.","Hieracium bupleuroides","9","x","4","4","9","2"
"1264","5078.","Hieracium caesium","9","4","3","4","8","3"
"1265","5079.","Hieracium caespitosum","8","5","6","7","7","3"
"1266","5081.","Hieracium calodon","9","8","4","3","7","?"
"1267","5092.","Hieracium cymosum","7","6","5","3","8","2"
"1268","5097.","Hieracium dollineri","9","3","4","4","8","2"
"1269","5099.","Hieracium echioides","8","6","6","2","6","1"
"1270","5101.","Hieracium fallax","9","7","4","2","7","1"
"1271","0","Hieracium franconicum","9","5","4","2","8","1"
"1272","0","Hieracium fuscocinereum","5","5","3","5","7","5"
"1273","5106.","Hieracium fuscum","8","4","4","5","3","2"
"1274","5107.","Hieracium glabratum","9","2","4","4","8","?"
"1275","5108.","Hieracium glaciale (angustifolium)","8","1","4","5","1","1"
"1276","5110.","Hieracium glanduliferum (piliferum)","9","1","4","5","1","1"
"1277","5111.","Hieracium glaucinum (praecox)","5","7","3","4","3","3"
"1278","5112.","Hieracium glaucum","9","3","4","4","9","2"
"1279","5117.","Hieracium hoppeanum","8","3","4","5","4","2"
"1280","5118.","Hieracium humile","7","3","4","4","7","1"
"1281","5120.","Hieracium intybaceum","8","3","2","4","4","2"
"1282","5121.","Hieracium inuloides","7","3","2","5","5","3"
"1283","5123.","Hieracium jurassicum (juranum)","5","3","5","6","5","x"
"1284","5127.","Hieracium lachenalii","5","5","x","4","4","2"
"1285","5128.","Hieracium lactucella","8","x","3","6","4","2"
"1286","5130.","Hieracium laevigatum","7","5","3","5","2","2"
"1287","0","Hieracium laschii","8","6","5","4","8","2"
"1288","0","Hieracium lycopifolium","5","6","3","4","5","4"
"1289","5136.","Hieracium maculatum","5","7","4","4","5","2"
"1290","5150.","Hieracium morisianum (pilosum)","9","2","4","5","9","2"
"1291","5168.","Hieracium schmidtii","8","6","2","4","2","1"
"1292","0","Hieracium peletieranum","7","8","2","3","4","2"
"1293","5146.","Hieracium picroides","8","3","3","4","4","?"
"1294","5148.","Hieracium pilosella","7","x","3","4","x","2"
"1295","5149.","Hieracium piloselloides agg.","9","6","4","4","8","2"
"1296","5157.","Hieracium prenanthoides","7","3","?","5","5","5"
"1297","5160.","Hieracium racemosum","7","6","4","4","5","2"
"1298","0","Hieracium rothianum","9","8","6","2","8","1"
"1299","5165.","Hieracium sabaudum","5","6","3","4","4","2"
"1300","5169.","Hieracium schultesii","8","x","?","5","4","2"
"1301","5171.","Hieracium scorzonerifolium","9","?","4","4","9","2"
"1302","5174.","Hieracium sphaerocephalum","8","2","4","5","4","?"
"1303","5137.","Hieracium murorum","4","x","3","5","5","4"
"1304","5184.","Hieracium umbellatum","6","6","x","4","4","2"
"1305","5186.","Hieracium valdepilosum","8","3","4","5","7","4"
"1306","5188.","Hieracium villosum","9","2","4","5","9","3"
"1307","5192.","Hieracium wiesbaurianum","7","6","3","3","8","1"
"1308","5196.","Hierochloe australis","5","7","5","3","8","2"
"1309","5197.","Hierochloe hirta","8","6","?","7","6","4"
"1310","5201.","Hierochloe odorata","6","6","7","9","4","2"
"1311","0","Himantoglossum hircinum","7","7","2","3","9","2"
"1312","5208.","Hippocrepis comosa","7","5","2","3","7","2"
"1313","5212.","Hippophae rhamnoides","9","6","6","4","8","3"
"1314","5217.","Hippuris vulgaris","7","5","x","10","8","x"
"1315","5219.","Hirschfeldia incana","8","6","3","3","7","5"
"1316","5223.","Holcus lanatus","7","6","3","6","x","5"
"1317","5224.","Holcus mollis","5","5","2","5","2","3"
"1318","9919.","Scirpoides holoschoenus","8","6","?","8","7","8"
"1319","5226.","Holosteum umbellatum","8","6","5","3","x","2"
"1320","5239.","Homogyne alpina","6","4","2","6","4","2"
"1321","5240.","Homogyne discolor","8","1","4","7","8","5"
"1322","0","Honckenya peploides","9","6","x","6","7","7"
"1323","5249.","Hordelymus europaeus","4","5","4","5","7","6"
"1324","5253.","Hordeum jubatum","9","6","x","6","7","6"
"1325","5255.","Hordeum marinum agg.","9","6","4","8","7","5"
"1326","5257.","Hordeum murinum","8","7","x","4","7","5"
"1327","5259.","Hordeum secalinum (nodosum)","8","6","2","6","6","5"
"1328","5262.","Horminum pyrenaicum","9","2","4","5","9","2"
"1329","5264.","Hornungia petraea","8","7","2","2","9","1"
"1330","5268.","Hottonia palustris","7","6","5","12","5","4"
"1331","5270.","Humulus lupulus","7","6","3","8","6","8"
"1332","5273.","Huperzia selago","4","3","3","6","3","5"
"1333","0","Hutchinsia alpina","8","2","2","5","9","2"
"1334","5282.","Hydrilla verticillata","6","6","3","12","9","3"
"1335","5284.","Hydrocharis morsus-ranae","7","6","4","11","7","6"
"1336","5286.","Hydrocotyle vulgaris","7","5","2","9","3","2"
"1337","5328.","Hymenophyllum tunbrigense","5","6","1","7","3","?"
"1338","5338.","Hyoscyamus niger","8","6","x","4","7","9"
"1339","5357.","Hypericum x desetangsii","7","6","3","6","7","5"
"1340","5346.","Hypericum elegans","7","7","6","3","9","2"
"1341","5347.","Hypericum elodes","8","6","1","9","2","1"
"1342","5348.","Hypericum hirsutum","7","6","4","5","8","7"
"1343","5349.","Hypericum humifusum","7","x","2","7","4","3"
"1344","5350.","Hypericum maculatum","8","x","3","6","3","2"
"1345","5352.","Hypericum montanum","5","6","4","4","7","3"
"1346","5353.","Hypericum perforatum","7","6","5","4","6","4"
"1347","5354.","Hypericum pulchrum","4","6","2","5","3","2"
"1348","5355.","Hypericum tetrapterum","7","5","2","8","7","5"
"1349","5396.","Hypochaeris glabra","9","7","2","3","3","1"
"1350","5397.","Hypochaeris maculata","7","6","5","4","6","2"
"1351","5398.","Hypochaeris radicata","8","5","3","5","4","3"
"1352","5399.","Hypochaeris uniflora","8","2","4","4","4","2"
"1353","5412.","Hyssopus officinalis","8","7","6","2","7","3"
"1354","5414.","Iberis amara","7","7","2","4","8","3"
"1355","0","Iberis intermedia","8","7","4","4","9","?"
"1356","5422.","Ilex aquifolium","4","5","2","5","4","5"
"1357","5424.","Illecebrum verticillatum","8","7","2","7","3","2"
"1358","5430.","Impatiens glandulifera","5","7","2","8","7","7"
"1359","5431.","Impatiens noli-tangere","4","5","5","7","7","6"
"1360","5432.","Impatiens parviflora","4","6","5","5","x","6"
"1361","5436.","Inula britannica","8","6","5","7","8","5"
"1362","5437.","Inula conyzae","6","6","2","4","7","3"
"1363","5439.","Inula germanica","8","7","6","3","8","2"
"1364","0","Inula graveolens","9","7","3","4","8","5"
"1365","5440.","Inula helenium","7","7","6","5","7","5"
"1366","0","Inula helvetica (vaillantii)","7","8","5","8","8","8"
"1367","5441.","Inula hirta","7","6","6","3","8","3"
"1368","5443.","Inula salicina","8","6","5","6","9","3"
"1369","0","Inula spiraeifolia","8","7","6","3","9","2"
"1370","5462.","Iris aphylla","8","7","6","3","6","1"
"1371","5464.","Iris germanica","8","8","3","3","8","2"
"1372","5470.","Iris pseudacorus","7","6","3","9","x","7"
"1373","5472.","Iris sambucina","9","7","6","3","9","4"
"1374","5473.","Iris sibirica","8","6","5","8","6","2"
"1375","5474.","Iris spuria","9","8","5","7","8","3"
"1376","5475.","Iris variegata","7","7","6","3","x","?"
"1377","5479.","Isatis tinctoria","8","7","7","3","8","3"
"1378","5481.","Isoetes echinospora","7","3","3","12","6","1"
"1379","5482.","Isoetes lacustris","7","4","2","12","4","1"
"1380","0","Isolepis fluitans","8","6","2","10","3","2"
"1381","12266","Isolepis setacea","6","5","2","9","5","3"
